,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,41,60,7,1859,204*,35.07,,,5,5,,,41,0
List A,57,49,16,1297,91*,39.30,,,0,7,,,38,0
Twenty20,62,49,14,667,41*,19.05,515,129.51,0,0,58,21,25,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,41,,1654,650,17,3/18,,38.23,2.35,97.2,,0,0
List A,57,,1323,980,39,4/16,4/16,25.12,4.44,33.9,1,0,0
Twenty20,62,34,487,587,20,3/12,3/12,29.35,7.23,24.3,0,0,0



