,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,30,37,13,275,64,11.45,619,44.42,0,1,36,6,7,0
ODIs,191,96,29,475,56,7.08,622,76.36,0,1,38,19,28,0
T20Is,62,18,7,71,27,6.45,87,81.60,0,0,3,3,16,0
First-class,83,100,41,584,64,9.89,1439,40.58,0,1,,,23,0
List A,246,129,37,631,56,6.85,,,0,1,,,36,0
Twenty20,221,66,24,287,37*,6.83,293,97.95,0,0,18,16,42,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,30,59,5209,3349,101,5/50,9/210,33.15,3.85,51.5,7,3,0
ODIs,191,185,9207,8082,291,6/38,6/38,27.77,5.26,31.6,9,7,0
T20Is,62,62,1307,1582,78,5/31,5/31,20.28,7.26,16.7,1,1,0
First-class,83,,11867,7751,255,6/17,,30.39,3.91,46.5,16,7,0
List A,246,,11796,10268,382,6/38,6/38,26.87,5.22,30.8,12,8,0
Twenty20,221,216,4835,5393,299,6/7,6/7,18.03,6.69,16.1,8,4,0
