,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,26,41,5,1462,162*,40.61,2256,64.80,2,10,154,28,22,0
ODIs,198,161,33,5088,156,39.75,5504,92.44,6,30,449,103,82,0
T20Is,14,11,4,337,85*,48.14,199,169.34,0,2,33,10,3,0
First-class,227,376,33,14477,254*,42.20,,,40,65,,,159,0
List A,424,377,51,11099,156,34.04,,,9,64,,,187,0
Twenty20,93,85,19,2141,117*,32.43,1453,147.35,2,12,194,83,42,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,26,41,2094,896,24,3/50,5/56,37.33,2.56,87.2,0,0,0
ODIs,198,158,5935,4955,133,5/18,5/18,37.25,5.00,44.6,2,1,0
T20Is,14,12,185,277,8,2/14,2/14,34.62,8.98,23.1,0,0,0
First-class,227,,17633,8714,242,6/105,,36.00,2.96,72.8,,2,0
List A,424,,11714,9379,282,6/14,6/14,33.25,4.80,41.5,2,4,0
Twenty20,93,75,1237,1657,52,5/18,5/18,31.86,8.03,23.7,0,1,0
