,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,1,1,0,2,2,2.00,9,22.22,0,0,0,0,1,0
ODIs,51,43,9,985,92*,28.97,753,130.81,0,4,90,53,11,0
T20Is,43,35,11,345,43*,14.37,267,129.21,0,0,25,18,10,0
First-class,17,24,1,609,128,26.47,,,2,0,,,6,0
List A,82,68,16,1633,132*,31.40,,,1,6,,,19,0
Twenty20,222,183,46,3364,100,24.55,2020,166.53,1,12,,,95,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,1,2,138,104,1,1/73,1/104,104.00,4.52,138.0,0,0,0
ODIs,51,50,2122,2066,64,4/35,4/35,32.28,5.84,33.1,5,0,0
T20Is,43,36,511,787,21,2/10,2/10,37.47,9.24,24.3,0,0,0
First-class,17,31,2083,1104,54,5/36,9/78,20.44,3.18,38.5,4,3,0
List A,82,81,3435,3107,119,6/28,6/28,26.10,5.42,28.8,5,4,0
Twenty20,222,206,3779,5119,201,4/11,4/11,25.46,8.12,18.8,7,0,0
