,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,20,24,8,137,30,8.56,312,43.91,0,0,19,3,4,0
ODIs,57,19,12,52,17,7.42,94,55.31,0,0,7,1,15,0
T20Is,1,-,-,-,-,-,-,-,-,-,-,-,0,0
First-class,53,65,27,593,128*,15.60,859,69.03,1,1,67,21,19,0
List A,89,39,23,206,30,12.87,217,94.93,0,0,21,10,23,0
Twenty20,97,28,16,117,24*,9.75,96,121.87,0,0,9,7,23,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,20,38,3258,2116,59,5/93,7/103,35.86,3.89,55.2,3,1,0
ODIs,57,56,2669,2666,79,4/31,4/31,33.74,5.99,33.7,3,0,0
T20Is,1,1,18,24,1,1/24,1/24,24.00,8.00,18.0,0,0,0
First-class,53,93,9030,5158,165,7/74,8/79,31.26,3.42,54.7,7,9,0
List A,89,88,4253,4028,124,5/26,5/26,32.48,5.68,34.2,3,1,0
Twenty20,97,95,1989,2711,92,5/18,5/18,29.46,8.17,21.6,1,1,0
