,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,16,24,1,700,130,30.43,1278,54.77,2,3,77,6,11,0
ODIs,170,159,24,5020,124*,37.18,5751,87.28,8,31,419,123,68,0
T20Is,64,63,13,1460,85*,29.20,1115,130.94,0,7,113,62,28,0
First-class,93,153,16,4791,209*,34.97,9330,51.35,11,22,,,71,1
List A,287,264,38,8370,161,37.03,9501,88.09,15,48,,,106,0
Twenty20,200,187,28,4269,85*,26.84,3318,128.66,0,20,345,172,94,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,16,-,-,-,-,-,-,-,-,-,-,-,-
ODIs,170,-,-,-,-,-,-,-,-,-,-,-,-
T20Is,64,-,-,-,-,-,-,-,-,-,-,-,-
First-class,93,,102,90,2,2/24,2/24,45.00,5.29,51.0,0,0,0
List A,287,,42,49,0,-,-,-,7.00,-,0,0,0
Twenty20,200,-,-,-,-,-,-,-,-,-,-,-,-
