,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,147,206,24,5515,125,30.30,11005,50.11,5,35,656,20,532,23
ODIs,295,221,57,4686,147*,28.57,5528,84.76,1,26,356,83,403,22
T20Is,25,21,6,268,36*,17.86,275,97.45,0,0,22,2,18,1
First-class,212,306,42,8803,134,33.34,,,10,53,,,712,37
List A,365,287,70,6218,147*,28.65,,,2,35,,,484,31
Twenty20,90,76,27,1378,60*,28.12,1194,115.41,0,4,103,39,48,16
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,147,1,8,6,1,1/6,1/6,6.00,4.50,8.0,0,0,0
ODIs,295,-,-,-,-,-,-,-,-,-,-,-,-
T20Is,25,-,-,-,-,-,-,-,-,-,-,-,-
First-class,212,,32,28,1,1/6,,28.00,5.25,32.0,,0,0
List A,365,-,-,-,-,-,-,-,-,-,-,-,-
Twenty20,90,-,-,-,-,-,-,-,-,-,-,-,-
