,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,51,72,9,1810,135,28.73,,,1,14,,,79,0
List A,69,56,6,1382,91,27.64,,,0,8,,,34,0
Twenty20,35,26,8,321,35,17.83,216,148.61,0,0,30,12,6,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,51,,4283,1837,49,5/58,,37.48,2.57,87.4,,1,0
List A,69,,2653,1960,57,4/31,4/31,34.38,4.43,46.5,1,0,0
Twenty20,35,32,535,638,24,3/16,3/16,26.58,7.15,22.2,0,0,0



