,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,172,303,33,10889,255,40.32,23649,46.04,30,45,,,163,0
List A,160,158,23,6581,166*,48.74,,,15,41,,,59,0
Twenty20,123,120,20,3891,126*,38.91,3063,127.03,6,23,368,96,40,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,172,,6,3,0,-,-,-,3.00,-,0,0,0
List A,160,-,-,-,-,-,-,-,-,-,-,-,-
Twenty20,123,-,-,-,-,-,-,-,-,-,-,-,-



