,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,134,225,34,8781,281,45.97,17785,49.37,17,56,1135,5,135,0
ODIs,86,83,7,2338,131,30.76,3282,71.23,6,10,222,4,39,0
First-class,267,436,54,19730,353,51.64,,,55,98,,,277,1
List A,173,166,19,5078,131,34.54,,,9,28,,,74,0
Twenty20,25,25,3,491,78*,22.31,428,114.71,0,3,57,8,4,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,134,13,324,126,2,1/2,1/2,63.00,2.33,162.0,0,0,0
ODIs,86,4,42,40,0,-,-,-,5.71,-,0,0,0
First-class,267,,1835,754,22,3/11,,34.27,2.46,83.4,,0,0
List A,173,,698,548,8,2/42,2/42,68.50,4.71,87.2,0,0,0
Twenty20,25,-,-,-,-,-,-,-,-,-,-,-,-

