,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,1,2,0,11,6,5.50,24,45.83,0,0,2,0,0,0
ODIs,31,13,4,86,27*,9.55,146,58.90,0,0,5,2,6,0
T20Is,9,1,1,2,2*,-,4,50.00,0,0,0,0,1,0
First-class,108,140,23,2273,105*,19.42,4897,46.41,2,9,,,51,0
List A,119,72,23,1000,82,20.40,1077,92.85,0,4,,,36,0
Twenty20,147,68,25,548,38,12.74,449,122.04,0,0,35,22,45,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,1,1,78,73,1,1/73,1/73,73.00,5.61,78.0,0,0,0
ODIs,31,31,1436,1423,38,4/30,4/30,37.44,5.94,37.7,1,0,0
T20Is,9,9,189,247,10,3/24,3/24,24.70,7.84,18.9,0,0,0
First-class,108,,19716,9365,389,8/32,,24.07,2.84,50.6,14,17,4
List A,119,,5917,4893,201,5/34,5/34,24.34,4.96,29.4,10,3,0
Twenty20,147,146,3028,3993,155,4/40,4/40,25.76,7.91,19.5,1,0,0
