,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,44,73,6,1592,111,23.76,,,1,12,,,27,0
List A,40,40,5,994,159*,28.40,1174,84.66,1,7,,,25,0
Twenty20,23,21,2,429,71*,22.57,346,123.98,0,3,27,18,9,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,44,,1108,510,22,5/16,7/33,23.18,2.76,50.3,0,1,0
List A,40,,616,510,18,3/42,3/42,28.33,4.96,34.2,0,0,0
Twenty20,23,10,114,162,1,1/18,1/18,162.00,8.52,114.0,0,0,0



