,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,33,41,16,182,38,7.28,525,34.66,0,0,19,9,6,0
List A,39,25,12,75,15,5.76,137,54.74,0,0,7,2,5,0
Twenty20,34,10,8,15,13*,7.50,20,75.00,0,0,2,0,5,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,33,53,5895,2451,75,5/82,7/47,32.68,2.49,78.6,3,1,0
List A,39,39,1997,1611,62,6/35,6/35,25.98,4.84,32.2,4,2,0
Twenty20,34,34,707,913,33,3/25,3/25,27.66,7.74,21.4,0,0,0



