,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,30,43,8,831,106,23.74,1892,43.92,1,4,98,9,14,0
List A,46,37,11,652,73,25.07,651,100.15,0,1,59,22,15,0
Twenty20,44,32,17,285,43*,19.00,213,133.80,0,0,19,16,6,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,30,52,3770,1532,59,7/54,9/106,25.96,2.43,63.8,0,3,0
List A,46,45,2183,1788,46,3/34,3/34,38.86,4.91,47.4,0,0,0
Twenty20,44,44,955,953,63,4/13,4/13,15.12,5.98,15.1,1,0,0



