,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
T20Is,1,1,0,15,15,15.00,7,214.28,0,0,1,1,0,0
First-class,39,74,4,2785,176,39.78,4385,63.51,5,20,355,45,51,0
List A,37,34,2,666,104*,20.81,944,70.55,1,2,61,12,20,0
Twenty20,56,54,7,1228,112*,26.12,946,129.80,1,5,122,46,21,0


,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
T20Is,1,-,-,-,-,-,-,-,-,-,-,-,-
First-class,39,16,273,154,5,1/4,1/6,30.80,3.38,54.6,0,0,0
List A,37,1,18,16,0,-,-,-,5.33,-,0,0,0
Twenty20,56,-,-,-,-,-,-,-,-,-,-,-,-


