,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,21,34,4,900,136,30.00,1772,50.79,3,1,113,5,14,0
ODIs,143,110,26,1521,67,18.10,1988,76.50,0,3,119,24,37,0
First-class,176,274,32,7703,204*,31.83,,,9,42,,,142,0
List A,319,256,49,4555,101*,22.00,,,2,19,,,95,0
Twenty20,230,207,47,4091,106*,25.56,3023,135.32,2,18,383,138,45,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,21,35,3015,1402,39,4/50,5/95,35.94,2.79,77.3,2,0,0
ODIs,143,139,6242,4813,123,6/18,6/18,39.13,4.62,50.7,2,3,0
First-class,176,,29798,15337,611,8/61,,25.10,3.08,48.7,,27,3
List A,319,,13952,10919,348,6/18,6/18,31.37,4.69,40.0,13,5,0
Twenty20,230,229,4825,6143,258,5/24,5/24,23.81,7.63,18.7,3,1,0

