,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,27,39,11,603,74,21.53,955,63.14,0,3,63,9,13,0
ODIs,21,13,7,48,21,8.00,48,100.00,0,0,3,1,6,0
T20Is,3,1,1,2,2*,-,1,200.00,0,0,0,0,0,0
First-class,82,122,20,2056,94,20.15,3231,63.63,0,11,,,41,0
List A,85,51,19,411,39,12.84,570,72.10,0,0,,,33,0
Twenty20,64,37,15,239,31,10.86,231,103.46,0,0,12,6,23,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,27,52,5736,2658,113,7/117,9/106,23.52,2.78,50.7,4,5,0
ODIs,21,20,1031,832,44,5/19,5/19,18.90,4.84,23.4,0,3,0
T20Is,3,3,70,95,4,2/27,2/27,23.75,8.14,17.5,0,0,0
First-class,82,,16387,8045,303,7/60,,26.55,2.94,54.0,15,10,0
List A,85,,4135,3394,123,5/19,5/19,27.59,4.92,33.6,3,4,0
Twenty20,64,63,1413,1745,81,4/34,4/34,21.54,7.40,17.4,1,0,0
