,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,86,77,23,1987,138*,36.79,1941,102.36,3,8,154,56,43,0
T20Is,46,39,13,789,53*,30.34,581,135.80,0,1,55,31,28,0
First-class,51,82,7,2516,149,33.54,4520,55.66,4,14,343,34,62,0
List A,163,143,38,4007,138*,38.16,3996,100.27,5,21,319,115,75,0
Twenty20,212,193,60,4633,101*,34.83,3372,137.39,1,22,337,194,141,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,86,-,-,-,-,-,-,-,-,-,-,-,-
T20Is,46,-,-,-,-,-,-,-,-,-,-,-,-
First-class,51,3,26,23,0,-,-,-,5.30,-,0,0,0
List A,163,-,-,-,-,-,-,-,-,-,-,-,-
Twenty20,212,3,18,31,0,-,-,-,10.33,-,0,0,0

