,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,38,50,10,313,36*,7.82,666,46.99,0,0,38,8,19,0
List A,22,13,5,60,21*,7.50,83,72.28,0,0,5,2,3,0
Twenty20,36,10,4,70,20,11.66,57,122.80,0,0,6,3,8,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,38,66,7981,4079,146,7/113,10/90,27.93,3.06,54.6,3,9,2
List A,22,22,1010,679,24,6/37,6/37,28.29,4.03,42.0,1,1,0
Twenty20,36,34,684,874,41,4/22,4/22,21.31,7.66,16.6,1,0,0



