,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
T20Is,3,3,1,87,52*,43.50,73,119.17,0,1,11,1,1,0
First-class,57,94,9,3699,235,43.51,6746,54.83,10,16,456,20,50,0
List A,75,68,6,2374,119,38.29,3059,77.60,3,18,191,30,41,0
Twenty20,102,90,15,1924,77*,25.65,1569,122.62,0,9,214,38,40,0


,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
T20Is,3,-,-,-,-,-,-,-,-,-,-,-,-
First-class,57,24,456,246,1,1/13,1/13,246.00,3.23,456.0,0,0,0
List A,75,12,248,261,4,1/25,1/25,65.25,6.31,62.0,0,0,0
Twenty20,102,15,195,193,13,3/21,3/21,14.84,5.93,15.0,0,0,0


