,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,18,25,8,198,51*,11.64,307,64.49,0,1,24,5,3,0
ODIs,47,21,11,109,25,10.90,125,87.20,0,0,7,6,16,0
T20Is,6,-,-,-,-,-,-,-,-,-,-,-,0,0
First-class,36,50,13,428,51*,11.56,761,56.24,0,1,47,11,9,0
List A,74,40,14,255,26,9.80,264,96.59,0,0,21,13,28,0
Twenty20,52,13,7,22,5,3.66,35,62.85,0,0,1,0,11,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,18,34,3568,2152,66,5/47,9/118,32.60,3.61,54.0,4,2,0
ODIs,47,46,2345,2166,87,4/35,4/35,24.89,5.54,26.9,5,0,0
T20Is,6,6,124,204,8,3/38,3/38,25.50,9.87,15.5,0,0,0
First-class,36,67,7257,4051,137,7/79,11/151,29.56,3.34,52.9,9,5,2
List A,74,73,3677,3271,137,4/25,4/25,23.87,5.33,26.8,8,0,0
Twenty20,52,52,1053,1376,60,4/24,4/24,22.93,7.84,17.5,1,0,0
