,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,4,3,0,44,22,14.66,133,33.08,0,0,7,0,1,0
ODIs,54,29,10,414,56,21.78,564,73.40,0,1,33,5,7,0
T20Is,35,9,6,104,29*,34.66,85,122.35,0,0,9,3,4,0
First-class,57,77,6,1798,111*,25.32,3518,51.10,1,10,235,13,18,0
List A,133,89,23,1590,129,24.09,1894,83.94,2,3,130,28,20,0
Twenty20,145,77,33,796,99,18.09,655,121.52,0,2,68,24,25,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,4,6,357,258,7,2/17,3/89,36.85,4.33,51.0,0,0,0
ODIs,54,50,2406,2252,76,5/48,5/48,29.63,5.61,31.6,2,2,0
T20Is,35,34,665,891,38,4/13,4/13,23.44,8.03,17.5,1,0,0
First-class,57,99,8736,5037,159,7/51,12/105,31.67,3.45,54.9,3,6,1
List A,133,128,5890,5348,179,6/51,6/51,29.87,5.44,32.9,5,3,0
Twenty20,145,142,2912,3646,146,4/13,4/13,24.97,7.51,19.9,3,0,0
