,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,20,24,4,228,72,11.40,627,36.36,0,1,28,0,12,0
List A,31,19,6,246,50,18.92,325,75.69,0,1,20,6,3,0
Twenty20,26,14,8,59,17*,9.83,54,109.25,0,0,4,2,10,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,20,32,3029,1742,48,6/40,7/71,36.29,3.45,63.1,0,3,0
List A,31,31,1587,1338,57,5/29,5/29,23.47,5.05,27.8,1,2,0
Twenty20,26,26,529,725,24,4/27,4/27,30.20,8.22,22.0,2,0,0



