,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,41,70,1,2794,167,40.49,6008,46.50,6,14,342,22,34,0
ODIs,17,16,0,339,72,21.18,506,66.99,0,1,33,3,9,0
T20Is,9,9,0,169,48,18.77,154,109.74,0,0,13,8,3,0
First-class,101,169,7,7263,266,44.83,14669,49.51,17,32,898,93,91,0
List A,81,80,2,3227,155,41.37,4024,80.19,7,17,311,71,38,0
Twenty20,150,148,5,3684,127,25.76,3024,121.82,2,20,344,131,61,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,41,12,264,120,1,1/12,1/23,120.00,2.72,264.0,0,0,0
ODIs,17,2,36,37,1,1/19,1/19,37.00,6.16,36.0,0,0,0
T20Is,9,1,12,9,0,-,-,-,4.50,-,0,0,0
First-class,101,34,756,428,6,2/33,2/33,71.33,3.39,126.0,0,0,0
List A,81,14,287,264,9,3/13,3/13,29.33,5.51,31.8,0,0,0
Twenty20,150,7,60,70,0,-,-,-,7.00,-,0,0,0
