,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,3,3,0,6,4,2.00,23,26.08,0,0,1,0,1,0
ODIs,25,12,5,38,13*,5.42,58,65.51,0,0,3,0,9,0
T20Is,7,1,0,0,0,0.00,1,0.00,0,0,0,0,2,0
First-class,115,164,15,4855,156,32.58,,,5,34,,,51,0
List A,113,79,17,1375,93,22.17,1484,92.65,0,7,93,46,32,0
Twenty20,179,107,36,1084,45*,15.26,873,124.16,0,0,92,40,47,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,3,6,492,270,7,4/69,4/133,38.57,3.29,70.2,1,0,0
ODIs,25,25,1312,1117,32,4/23,4/23,34.90,5.10,41.0,2,0,0
T20Is,7,7,138,151,4,2/13,2/13,37.75,6.56,34.5,0,0,0
First-class,115,202,23619,12840,384,6/46,11/170,33.43,3.26,61.5,19,20,3
List A,113,109,5538,4618,170,6/46,6/46,27.16,5.00,32.5,6,2,0
Twenty20,179,178,3684,4533,182,4/17,4/17,24.90,7.38,20.2,3,0,0
