,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,3,3,1,13,8,6.50,13,100.00,0,0,2,0,1,0
First-class,26,40,3,1711,201*,46.24,2105,81.28,3,10,229,17,9,0
List A,52,46,5,1625,108,39.63,1839,88.36,1,12,164,27,17,0
Twenty20,62,54,10,947,93*,21.52,770,122.98,0,5,102,26,27,3


,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,3,3,60,68,0,-,-,-,6.80,-,0,0,0
First-class,26,27,1486,745,32,5/38,9/52,23.28,3.00,46.4,3,1,0
List A,52,23,694,561,13,5/29,5/29,43.15,4.85,53.3,0,1,0
Twenty20,62,10,120,148,6,2/15,2/15,24.66,7.40,20.0,0,0,0


