,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,20,13,2,245,52,22.27,257,95.33,0,1,12,13,4,0
T20Is,14,13,5,123,31,15.37,100,123.00,0,0,8,5,7,0
First-class,195,291,32,6495,131,25.07,,,8,23,,,76,0
List A,268,221,44,4407,79,24.89,,,0,27,,,66,0
Twenty20,130,100,29,1356,57*,19.09,1065,127.32,0,3,90,52,30,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,20,20,822,634,13,3/23,3/23,48.76,4.62,63.2,0,0,0
T20Is,14,14,252,309,12,3/18,3/18,25.75,7.35,21.0,0,0,0
First-class,195,,28331,12701,450,6/25,,28.22,2.68,62.9,,17,0
List A,268,,11373,8143,309,5/27,5/27,26.35,4.29,36.8,9,2,0
Twenty20,130,126,2647,3133,152,5/14,5/14,20.61,7.10,17.4,1,2,0

