,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,2,2,0,13,7,6.50,18,72.22,0,0,2,0,0,0
ODIs,31,19,5,163,54,11.64,260,62.69,0,1,12,2,3,0
First-class,148,183,23,4245,131,26.53,,,7,17,,,58,0
List A,113,80,17,1082,80*,17.17,,,0,4,,,25,0
Twenty20,28,11,7,72,28*,18.00,70,102.85,0,0,7,1,5,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,2,4,252,118,6,3/33,3/36,19.66,2.80,42.0,0,0,0
ODIs,31,29,1536,1191,34,3/24,3/24,35.02,4.65,45.1,0,0,0
First-class,148,,29158,14719,470,7/44,,31.31,3.02,62.0,,27,4
List A,113,,5557,4392,142,5/53,5/53,30.92,4.74,39.1,4,1,0
Twenty20,28,27,450,562,14,2/11,2/11,40.14,7.49,32.1,0,0,0

