,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,133,164,56,1261,67,11.67,1794,70.28,0,1,146,29,72,0
ODIs,350,162,63,674,33*,6.80,869,77.56,0,0,50,12,130,0
T20Is,12,2,0,1,1,0.50,5,20.00,0,0,0,0,1,0
First-class,232,276,83,2192,67,11.35,,,0,1,,,123,0
List A,453,205,76,945,33*,7.32,,,0,0,,,159,0
Twenty20,164,38,14,81,11,3.37,110,73.63,0,0,3,2,31,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,133,230,44039,18180,800,9/51,16/220,22.72,2.47,55.0,45,67,22
ODIs,350,341,18811,12326,534,7/30,7/30,23.08,3.93,35.2,15,10,0
T20Is,12,12,282,297,13,3/29,3/29,22.84,6.31,21.6,0,0,0
First-class,232,,66933,26997,1374,9/51,,19.64,2.42,48.7,,119,34
List A,453,,23734+,15270,682,7/30,7/30,22.39,3.85*,35.1*,17,12,0
Twenty20,164,164,3705,3945,179,4/16,4/16,22.03,6.38,20.6,3,0,0
