,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,2,3,1,74,42,37.00,122,60.65,0,0,7,2,1,0
List A,21,18,4,321,46,22.92,473,67.86,0,0,21,4,3,0
Twenty20,20,14,5,86,25,9.55,84,102.38,0,0,5,2,11,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,2,3,210,85,3,3/53,3/53,28.33,2.42,70.0,0,0,0
List A,21,18,547,421,14,3/16,3/16,30.07,4.61,39.0,0,0,0
Twenty20,20,18,297,379,17,3/8,3/8,22.29,7.65,17.4,0,0,0



