,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,4,5,0,120,46,24.00,249,48.19,0,0,16,0,0,0
ODIs,5,3,0,51,24,17.00,55,92.72,0,0,2,4,1,0
First-class,74,88,15,1342,89,18.38,2113,63.51,0,4,174,22,12,0
List A,72,42,12,404,34,13.46,435,92.87,0,0,31,17,12,0
Twenty20,45,22,8,91,12*,6.50,72,126.38,0,0,9,3,15,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,4,8,720,456,9,4/105,4/138,50.66,3.80,80.0,1,0,0
ODIs,5,5,180,203,3,2/32,2/32,67.66,6.76,60.0,0,0,0
First-class,74,135,13119,6997,242,6/36,11/110,28.91,3.20,54.2,13,8,2
List A,72,72,3650,3039,103,4/18,4/18,29.50,4.99,35.4,3,0,0
Twenty20,45,45,834,1149,41,5/37,5/37,28.02,8.26,20.3,0,1,0

