,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,39,56,2,740,87,13.70,1100,67.27,0,2,93,10,11,0
List A,21,15,5,128,31*,12.80,112,114.28,0,0,12,5,4,0
Twenty20,13,5,3,22,7*,11.00,21,104.76,0,0,2,0,4,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,39,69,7302,3850,142,6/53,9/123,27.11,3.16,51.4,6,10,0
List A,21,21,1074,1042,27,4/19,4/19,38.59,5.82,39.7,1,0,0
Twenty20,13,13,262,340,16,2/11,2/11,21.25,7.78,16.3,0,0,0



