,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,5,8,1,183,53,26.14,311,58.84,0,1,15,8,10,0
ODIs,85,80,9,3001,156,42.26,3554,84.44,3,22,221,56,43,0
T20Is,29,25,7,470,63,26.11,334,140.71,0,2,37,20,10,0
First-class,119,211,18,7532,160*,39.02,13855,54.36,18,38,,,111,0
List A,244,226,24,7306,156,36.16,8667,84.29,9,46,,,108,0
Twenty20,148,132,32,2838,76,28.38,2166,131.02,0,16,247,84,61,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,5,-,-,-,-,-,-,-,-,-,-,-,-
ODIs,85,-,-,-,-,-,-,-,-,-,-,-,-
T20Is,29,-,-,-,-,-,-,-,-,-,-,-,-
First-class,119,,84,46,0,-,-,-,3.28,-,0,0,0
List A,244,,53,40,1,1/19,1/19,40.00,4.52,53.0,0,0,0
Twenty20,148,1,12,24,0,-,-,-,12.00,-,0,0,0
