,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
T20Is,2,1,1,1,1*,-,1,100.00,0,0,0,0,0,0
First-class,28,41,6,376,51,10.74,945,39.78,0,1,49,0,9,0
List A,29,14,8,57,13,9.50,109,52.29,0,0,3,0,7,0
Twenty20,59,11,10,20,7,20.00,30,66.66,0,0,1,0,14,0


,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
T20Is,2,2,42,73,1,1/39,1/39,73.00,10.42,42.0,0,0,0
First-class,28,50,5664,2638,115,7/25,10/82,22.93,2.79,49.2,6,7,1
List A,29,29,1505,1167,49,5/31,5/31,23.81,4.65,30.7,0,2,0
Twenty20,59,59,1268,1558,70,4/25,4/25,22.25,7.37,18.1,1,0,0


