,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,6,10,0,203,75,20.30,278,73.02,0,1,21,4,1,0
ODIs,114,85,13,1233,80*,17.12,1139,108.25,0,5,98,43,49,0
T20Is,54,45,17,623,49,22.25,432,144.21,0,0,50,29,17,0
First-class,32,50,6,1389,113*,31.56,1612,86.16,1,8,131,53,23,0
List A,171,131,24,2114,80*,19.75,1990,106.23,0,8,162,80,67,0
Twenty20,178,146,41,1955,72,18.61,1382,141.46,0,2,142,101,69,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,6,8,954,653,11,4/63,4/151,59.36,4.10,86.7,1,0,0
ODIs,114,109,4157,3989,127,6/44,6/44,31.40,5.75,32.7,3,3,0
T20Is,54,43,668,1003,35,3/33,3/33,28.65,9.00,19.0,0,0,0
First-class,32,50,3452,2212,55,5/69,6/139,40.21,3.84,62.7,2,1,0
List A,171,165,6421,6177,209,6/44,6/44,29.55,5.77,30.7,7,6,0
Twenty20,178,164,2878,4015,155,5/26,5/26,25.90,8.37,18.5,0,1,0
