,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,18,32,1,1247,182,40.22,2594,48.07,4,4,144,6,13,0
ODIs,51,50,2,1858,151,38.70,2399,77.44,3,12,179,18,13,0
T20Is,15,15,1,255,47*,18.21,248,102.82,0,0,15,10,3,0
First-class,120,211,24,7519,182,40.20,15654,48.03,19,34,,,114,0
List A,126,123,7,4842,186,41.74,6176,78.40,12,26,,,44,0
Twenty20,135,133,18,4703,115,40.89,3640,129.20,2,36,440,163,51,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,18,-,-,-,-,-,-,-,-,-,-,-,-
ODIs,51,-,-,-,-,-,-,-,-,-,-,-,-
T20Is,15,-,-,-,-,-,-,-,-,-,-,-,-
First-class,120,,216,155,2,2/20,,77.50,4.30,108.0,0,0,0
List A,126,,36,31,1,1/14,1/14,31.00,5.16,36.0,0,0,0
Twenty20,135,2,12,13,0,-,-,-,6.50,-,0,0,0
