,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,9,15,0,562,158,37.46,1020,55.09,3,1,65,6,16,0
ODIs,3,3,2,196,100*,196.00,235,83.40,1,1,15,3,3,0
T20Is,5,4,2,179,110*,89.50,112,159.82,1,0,17,8,1,0
First-class,44,74,3,3771,337,53.11,6864,54.93,11,14,475,31,49,0
List A,37,37,5,1421,110,44.40,1946,73.02,3,9,114,19,23,4
Twenty20,58,48,10,1229,110*,32.34,965,127.35,1,7,103,42,20,4
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,9,-,-,-,-,-,-,-,-,-,-,-,-
ODIs,3,-,-,-,-,-,-,-,-,-,-,-,-
T20Is,5,-,-,-,-,-,-,-,-,-,-,-,-
First-class,44,9,168,83,0,-,-,-,2.96,-,0,0,0
List A,37,3,21,42,1,1/23,1/23,42.00,12.00,21.0,0,0,0
Twenty20,58,-,-,-,-,-,-,-,-,-,-,-,-
