,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,37,62,5,2713,206*,47.59,5636,48.13,7,10,336,5,27,0
ODIs,5,5,0,51,27,10.20,130,39.23,0,0,4,0,0,0
First-class,132,216,31,10468,352,56.58,,,33,35,,,93,0
List A,82,81,15,3572,158*,54.12,,,10,23,,,32,0
Twenty20,54,46,7,1001,81,25.66,946,105.81,0,6,110,18,29,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,37,1,6,2,0,-,-,-,2.00,-,0,0,0
ODIs,5,-,-,-,-,-,-,-,-,-,-,-,-
First-class,132,16,201,121,5,2/4,2/4,24.20,3.61,40.2,0,0,0
List A,82,1,6,8,0,-,-,-,8.00,-,0,0,0
Twenty20,54,-,-,-,-,-,-,-,-,-,-,-,-

