,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,5,10,0,211,62,21.10,518,40.73,0,1,21,0,5,0
First-class,109,175,14,7672,300*,47.65,14865,51.61,22,27,943,35,74,0
List A,61,60,2,2931,139,50.53,3649,80.32,10,16,282,18,29,0
Twenty20,27,26,5,609,67*,29.00,546,111.53,0,2,57,4,15,0


,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,5,1,12,14,0,-,-,-,7.00,-,0,0,0
First-class,109,51,909,552,15,3/5,3/23,36.80,3.64,60.6,0,0,0
List A,61,15,206,179,4,1/0,1/0,44.75,5.21,51.5,0,0,0
Twenty20,27,7,105,101,11,3/22,3/22,9.18,5.77,9.5,0,0,0


