,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,4,8,1,164,81*,23.42,346,47.39,0,2,12,2,1,0
ODIs,8,8,1,46,12,6.57,86,53.48,0,0,0,0,2,0
T20Is,6,3,0,14,12,4.66,17,82.35,0,0,1,0,2,0
First-class,63,100,11,2785,161*,31.29,5398,51.59,4,15,296,31,26,0
List A,81,73,12,1861,164*,30.50,2180,85.36,2,5,141,38,32,0
Twenty20,136,119,25,2293,77,24.39,1852,123.81,0,8,185,64,64,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,4,4,330,164,2,1/48,1/48,82.00,2.98,165.0,0,0,0
ODIs,8,7,288,245,6,3/32,3/32,40.83,5.10,48.0,0,0,0
T20Is,6,5,72,110,4,2/35,2/35,27.50,9.16,18.0,0,0,0
First-class,63,85,5795,2967,98,5/17,6/94,30.27,3.07,59.1,4,2,0
List A,81,73,2988,2569,71,4/17,4/17,36.18,5.15,42.0,2,0,0
Twenty20,136,119,2072,2804,101,3/11,3/11,27.76,8.11,20.5,0,0,0
