,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,19,30,4,607,68,23.34,940,64.57,0,2,77,13,17,0
ODIs,126,87,30,1849,87,32.43,2178,84.89,0,10,146,35,43,0
T20Is,39,17,5,103,25,8.58,116,88.79,0,0,6,1,18,0
First-class,68,102,9,4053,331,43.58,6684,60.63,7,17,454,63,63,0
List A,171,124,41,2657,134,32.01,3044,87.28,1,14,208,56,61,0
Twenty20,183,129,39,1887,48,20.96,1551,121.66,0,0,135,64,63,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,19,35,5046,1875,81,6/138,8/76,23.14,2.22,62.2,2,5,0
ODIs,126,122,6254,5080,147,5/36,5/36,34.55,4.87,42.5,5,1,0
T20Is,39,39,790,942,31,3/48,3/48,30.38,7.15,25.4,0,0,0
First-class,68,118,15869,6373,274,7/31,13/126,23.25,2.40,57.9,10,23,6
List A,171,165,8377,6552,208,5/36,5/36,31.50,4.69,40.2,8,1,0
Twenty20,183,157,2777,3550,119,5/16,5/16,29.83,7.67,23.3,3,1,0
