,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,1,1,0,1,1,1.00,2,50.00,0,0,0,0,0,0
T20Is,17,5,3,22,12*,11.00,18,122.22,0,0,1,1,1,0
First-class,23,24,8,108,31*,6.75,326,33.12,0,0,14,2,7,0
List A,32,10,5,18,5*,3.60,44,40.90,0,0,0,0,2,0
Twenty20,215,39,31,66,12*,8.25,79,83.54,0,0,3,1,34,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,1,1,42,20,1,1/20,1/20,20.00,2.85,42.0,0,0,0
T20Is,17,16,366,459,28,4/18,4/18,16.39,7.52,13.0,1,0,0
First-class,23,42,4139,2327,93,7/50,11/95,25.02,3.37,44.5,6,2,1
List A,32,32,1737,1396,47,4/38,4/38,29.70,4.82,36.9,2,0,0
Twenty20,215,211,4624,5720,257,5/31,5/31,22.25,7.42,17.9,7,2,0

