,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,2,3,0,63,56,21.00,178,35.39,0,1,8,0,2,0
ODIs,7,6,1,79,27*,15.80,172,45.93,0,0,4,0,2,0
T20Is,1,1,0,43,43,43.00,37,116.21,0,0,5,0,0,0
First-class,136,200,26,9778,250,56.19,,,31,43,,,90,0
List A,138,126,19,4066,134,38.00,5378,75.60,6,28,,,54,0
Twenty20,137,105,29,2132,71*,28.05,1912,111.50,0,13,200,40,27,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,2,-,-,-,-,-,-,-,-,-,-,-,-
ODIs,7,-,-,-,-,-,-,-,-,-,-,-,-
T20Is,1,-,-,-,-,-,-,-,-,-,-,-,-
First-class,136,,1317,724,14,2/19,,51.71,3.29,94.0,,0,0
List A,138,,986,868,19,4/43,4/43,45.68,5.28,51.8,1,0,0
Twenty20,137,2,18,22,1,1/16,1/16,22.00,7.33,18.0,0,0,0
