,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,36,49,13,704,102*,19.55,1395,50.46,1,1,101,2,11,0
List A,46,32,6,441,55,16.96,479,92.06,0,1,41,9,8,0
Twenty20,77,29,13,170,26,10.62,162,104.93,0,0,9,5,20,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,36,59,6032,2968,103,5/27,7/90,28.81,2.95,58.5,2,3,0
List A,46,46,2532,1953,63,4/34,4/34,31.00,4.62,40.1,4,0,0
Twenty20,77,75,1548,2026,82,5/27,5/27,24.70,7.85,18.8,1,1,0



