,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,5,6,0,120,56,20.00,170,70.58,0,1,18,1,1,0
List A,4,4,0,74,36,18.50,96,77.08,0,0,14,0,1,0
Twenty20,34,34,1,778,120*,23.57,615,126.50,1,3,106,24,6,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,5,5,192,70,1,1/31,1/44,70.00,2.18,192.0,0,0,0
List A,4,3,66,53,1,1/13,1/13,53.00,4.81,66.0,0,0,0
Twenty20,34,16,247,342,11,4/29,4/29,31.09,8.30,22.4,1,0,0



