,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,72,127,6,4217,312,34.85,7948,53.05,14,18,,,43,0
List A,42,41,0,1204,103,29.36,1514,79.52,1,6,,,11,0
Twenty20,33,32,6,599,74*,23.03,502,119.32,0,4,66,12,9,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,72,,1484,712,18,3/34,,39.55,2.87,82.4,0,0,0
List A,42,,492,333,7,2/19,2/19,47.57,4.06,70.2,0,0,0
Twenty20,33,-,-,-,-,-,-,-,-,-,-,-,-



