,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,1,1,0,8,8,8.00,27,29.62,0,0,1,0,0,0
List A,12,9,2,327,100*,46.71,263,124.33,1,2,19,22,5,0
Twenty20,34,28,10,510,89*,28.33,333,153.15,0,1,38,27,9,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,1,-,-,-,-,-,-,-,-,-,-,-,-
List A,12,2,12,18,0,-,-,-,9.00,-,0,0,0
Twenty20,34,5,72,114,4,2/40,2/40,28.50,9.50,18.0,0,0,0



