,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,33,12,6,130,36,21.66,132,98.48,0,0,7,4,16,0
T20Is,18,7,7,21,10*,-,23,91.30,0,0,1,0,5,0
First-class,15,22,9,365,97,28.07,724,50.41,0,2,35,0,6,0
List A,58,26,12,268,45,19.14,260,103.07,0,0,19,6,19,0
Twenty20,57,21,16,116,18*,23.20,93,124.73,0,0,9,2,15,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,33,32,1463,1259,31,3/49,3/49,40.61,5.16,47.1,0,0,0
T20Is,18,18,373,458,21,4/37,4/37,21.80,7.36,17.7,1,0,0
First-class,15,25,2415,1319,47,5/47,7/90,28.06,3.27,51.3,4,1,0
List A,58,56,2782,2456,83,5/61,5/61,29.59,5.29,33.5,1,1,0
Twenty20,57,55,1200,1543,64,4/37,4/37,24.10,7.71,18.7,1,0,0

