,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,3,-,-,-,-,-,-,-,-,-,-,-,1,0
T20Is,3,-,-,-,-,-,-,-,-,-,-,-,2,0
First-class,20,31,6,203,42,8.12,675,30.07,0,0,21,2,7,0
List A,32,17,8,121,22*,13.44,169,71.59,0,0,12,1,8,0
Twenty20,82,16,11,31,10,6.20,41,75.60,0,0,1,0,26,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,3,3,144,77,6,3/25,3/25,12.83,3.20,24.0,0,0,0
T20Is,3,3,72,89,3,1/19,1/19,29.66,7.41,24.0,0,0,0
First-class,20,30,2949,1627,37,4/22,5/241,43.97,3.31,79.7,1,0,0
List A,32,30,1299,887,38,6/24,6/24,23.34,4.09,34.1,1,1,0
Twenty20,82,80,1657,2021,85,4/25,4/25,23.77,7.31,19.4,1,0,0

