,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,8,11,1,180,35,18.00,320,56.25,0,0,24,1,14,0
ODIs,31,21,7,169,38*,12.07,188,89.89,0,0,12,5,19,0
T20Is,19,12,4,128,27*,16.00,110,116.36,0,0,11,5,10,0
First-class,83,112,18,2262,131,24.06,,,1,10,,,101,0
List A,72,50,12,560,55,14.73,,,0,1,,,42,0
Twenty20,64,42,14,531,45*,18.96,439,120.95,0,0,45,16,34,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,8,16,1530,752,21,4/18,7/50,35.80,2.94,72.8,1,0,0
ODIs,31,31,1532,1521,43,5/29,5/29,35.37,5.95,35.6,0,1,0
T20Is,19,19,390,561,21,4/28,4/28,26.71,8.63,18.5,1,0,0
First-class,83,144,13850,7978,248,7/43,9/58,32.16,3.45,55.8,9,8,0
List A,72,71,3298,3144,109,5/28,5/28,28.84,5.71,30.2,1,2,0
Twenty20,64,62,1219,1756,61,4/11,4/11,28.78,8.64,19.9,2,0,0
