,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,13,15,4,252,59,22.90,548,45.98,0,2,40,3,6,0
List A,7,5,2,24,11*,8.00,28,85.71,0,0,1,0,1,0
Twenty20,24,4,3,22,17*,22.00,18,122.22,0,0,3,0,6,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,13,20,2531,1638,46,6/88,9/120,35.60,3.88,55.0,2,1,0
List A,7,7,360,263,7,2/26,2/26,37.57,4.38,51.4,0,0,0
Twenty20,24,24,520,624,37,5/17,5/17,16.86,7.20,14.0,0,1,0



