,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,56,100,5,4046,206,42.58,7880,51.34,9,21,505,8,38,0
ODIs,147,143,11,5238,150*,39.68,6144,85.25,11,34,561,17,36,0
T20Is,37,36,2,932,75,27.41,783,119.02,0,7,109,10,11,0
First-class,179,302,24,13861,233*,49.85,,,38,64,,,104,0
List A,283,276,19,9385,150*,36.51,,,19,57,,,75,0
Twenty20,211,207,19,5382,93,28.62,4455,120.80,0,44,622,76,42,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,56,1,12,4,0,-,-,-,2.00,-,0,0,0
ODIs,147,1,6,13,0,-,-,-,13.00,-,0,0,0
T20Is,37,-,-,-,-,-,-,-,-,-,-,-,-
First-class,179,,397,281,7,3/12,,40.14,4.24,56.7,,0,0
List A,283,,37,36,1,1/7,1/7,36.00,5.83,37.0,0,0,0
Twenty20,211,-,-,-,-,-,-,-,-,-,-,-,-
