,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,1,2,0,15,15,7.50,26,57.69,0,0,3,0,0,0
ODIs,12,9,0,244,85,27.11,259,94.20,0,2,20,5,1,0
T20Is,28,25,5,500,73*,25.00,343,145.77,0,3,34,31,6,0
First-class,40,62,3,2844,281,48.20,3049,93.27,9,12,333,99,20,0
List A,74,65,11,2151,151,39.83,1984,108.41,4,15,197,70,24,0
Twenty20,123,110,20,2500,100*,27.77,1720,145.34,1,12,176,141,31,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,1,1,108,40,2,2/40,2/40,20.00,2.22,54.0,0,0,0
ODIs,12,4,54,43,0,-,-,-,4.77,-,0,0,0
T20Is,28,2,18,30,0,-,-,-,10.00,-,0,0,0
First-class,40,46,2805,1335,45,4/36,4/48,29.66,2.85,62.3,1,0,0
List A,74,33,691,654,11,3/45,3/45,59.45,5.67,62.8,0,0,0
Twenty20,123,30,286,462,12,2/26,2/26,38.50,9.69,23.8,0,0,0
