,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,22,27,10,53,14,3.11,215,24.65,0,0,7,1,6,0
List A,11,4,1,5,2,1.66,15,33.33,0,0,0,0,1,0
Twenty20,23,3,3,2,2*,-,7,28.57,0,0,0,0,1,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,22,38,3780,1962,74,6/68,10/97,26.51,3.11,51.0,2,5,1
List A,11,11,522,386,10,3/44,3/44,38.60,4.43,52.2,0,0,0
Twenty20,23,23,439,533,25,3/15,3/15,21.32,7.28,17.5,0,0,0



