,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,47,80,4,3326,200,43.76,6198,53.66,12,12,393,10,43,0
ODIs,171,163,23,7212,183,51.51,8016,89.97,25,36,673,72,83,0
T20Is,45,41,12,1657,90*,57.13,1223,135.48,0,16,176,32,21,0
First-class,79,128,11,5575,200,47.64,10101,55.19,19,20,706,25,74,0
List A,205,196,26,8654,183,50.90,9552,90.59,29,44,837,96,101,0
Twenty20,206,193,38,6461,113,41.68,4855,133.07,4,46,605,200,90,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,47,7,150,70,0,-,-,-,2.80,-,0,0,0
ODIs,171,46,611,636,4,1/15,1/15,159.00,6.24,152.7,0,0,0
T20Is,45,12,146,198,4,1/13,1/13,49.50,8.13,36.5,0,0,0
First-class,79,21,618,324,3,1/19,2/42,108.00,3.14,206.0,0,0,0
List A,205,53,675,697,4,1/15,1/15,174.25,6.19,168.7,0,0,0
Twenty20,206,44,454,661,8,2/25,2/25,82.62,8.73,56.7,0,0,0
