,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,13,22,3,624,148*,32.84,1548,40.31,1,3,64,2,14,0
ODIs,125,110,24,2753,111*,32.01,3822,72.03,2,17,228,9,55,0
First-class,177,274,24,9974,202*,39.89,,,19,58,,,161,0
List A,263,242,41,7588,151*,37.75,,,6,58,,,122,0
Twenty20,70,63,10,1170,70,22.07,1104,105.97,0,7,111,25,40,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,13,1,18,4,0,-,-,-,1.33,-,0,0,0
ODIs,125,-,-,-,-,-,-,-,-,-,-,-,-
First-class,177,,1484,715,20,3/4,,35.75,2.89,74.2,,0,0
List A,263,,1166,1009,33,4/23,4/23,30.57,5.19,35.3,2,0,0
Twenty20,70,-,-,-,-,-,-,-,-,-,-,-,-

