,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,7,12,4,285,117*,35.62,600,47.50,1,0,37,5,2,0
List A,18,10,5,81,22*,16.20,141,57.44,0,0,4,0,4,0
Twenty20,4,2,2,13,12*,-,9,144.44,0,0,0,1,0,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,7,12,910,396,8,2/38,3/87,49.50,2.61,113.7,0,0,0
List A,18,18,929,674,27,4/33,4/33,24.96,4.35,34.4,2,0,0
Twenty20,4,4,66,91,2,2/25,2/25,45.50,8.27,33.0,0,0,0



