,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,4,6,2,205,88*,51.25,512,40.03,0,2,23,1,0,0
List A,6,3,1,19,15*,9.50,21,90.47,0,0,0,2,1,0
Twenty20,2,1,0,3,3,3.00,6,50.00,0,0,0,0,1,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,4,7,910,349,10,3/46,5/74,34.90,2.30,91.0,0,0,0
List A,6,6,288,263,3,2/51,2/51,87.66,5.47,96.0,0,0,0
Twenty20,2,2,36,65,3,2/31,2/31,21.66,10.83,12.0,0,0,0



