,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,113,174,23,4531,140,30.00,7787,58.18,6,23,556,17,58,0
ODIs,295,187,57,2253,83,17.33,2715,82.98,0,4,175,15,88,0
T20Is,34,22,6,205,38,12.81,190,107.89,0,0,14,2,9,0
First-class,174,257,31,6695,140,29.62,,,9,34,,,98,0
List A,365,241,65,3549,138,20.16,,,2,10,,,121,0
Twenty20,143,90,25,1041,57,16.01,870,119.65,0,1,88,25,40,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,113,187,28814,12441,362,7/87,12/149,34.36,2.59,79.5,19,20,3
ODIs,295,277,14060,9674,305,5/7,5/7,31.71,4.12,46.0,8,2,0
T20Is,34,34,787,748,38,4/20,4/20,19.68,5.70,20.7,1,0,0
First-class,174,,41258,17981,565,7/87,,31.82,2.61,73.0,,33,3
List A,365,,17628,11993,387,5/7,5/7,30.98,4.08,45.5,8,2,0
Twenty20,143,143,3236,3423,131,4/20,4/20,26.12,6.34,24.7,1,0,0
