,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,3,2,2,49,37*,-,56,87.50,0,0,5,1,2,0
First-class,67,112,10,4992,238,48.94,9619,51.89,15,20,569,83,51,0
List A,61,57,11,2075,112*,45.10,2611,79.47,2,14,188,29,40,0
Twenty20,119,103,28,2273,69,30.30,1865,121.87,0,10,175,85,45,0


,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,3,-,-,-,-,-,-,-,-,-,-,-,-
First-class,67,12,202,135,0,-,-,-,4.00,-,0,0,0
List A,61,8,190,170,4,2/40,2/40,42.50,5.36,47.5,0,0,0
Twenty20,119,-,-,-,-,-,-,-,-,-,-,-,-


