,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,52,83,7,3036,151,39.94,5847,51.92,8,15,371,28,63,3
List A,40,38,5,929,106*,28.15,1144,81.20,1,3,82,12,20,0
Twenty20,53,43,10,603,66,18.27,492,122.56,0,2,56,17,36,3



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,52,4,54,46,0,-,-,-,5.11,-,0,0,0
List A,40,8,156,112,5,2/9,2/9,22.40,4.30,31.2,0,0,0
Twenty20,53,2,24,44,2,1/13,1/13,22.00,11.00,12.0,0,0,0



