,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,2,4,0,28,24,7.00,74,37.83,0,0,4,0,0,0
List A,13,13,0,250,63,19.23,244,102.45,0,2,41,4,2,0
Twenty20,34,33,5,656,87*,23.42,441,148.75,0,4,75,28,8,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,2,-,-,-,-,-,-,-,-,-,-,-,-
List A,13,-,-,-,-,-,-,-,-,-,-,-,-
Twenty20,34,3,39,63,0,-,-,-,9.69,-,0,0,0



