,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,17,29,3,1145,174,44.03,2114,54.16,4,3,115,8,13,0
ODIs,15,14,2,413,98,34.41,480,86.04,0,4,38,8,2,0
T20Is,9,9,0,241,58,26.77,182,132.41,0,1,31,5,5,0
First-class,99,170,17,6389,214,41.75,12347,51.74,17,30,795,38,74,0
List A,71,69,6,2868,166,45.52,3353,85.53,8,17,300,40,25,0
Twenty20,55,54,5,1565,109*,31.93,1255,124.70,2,8,184,23,18,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,17,-,-,-,-,-,-,-,-,-,-,-,-
ODIs,15,-,-,-,-,-,-,-,-,-,-,-,-
T20Is,9,-,-,-,-,-,-,-,-,-,-,-,-
First-class,99,11,150,98,1,1/21,1/21,98.00,3.92,150.0,0,0,0
List A,71,-,-,-,-,-,-,-,-,-,-,-,-
Twenty20,55,-,-,-,-,-,-,-,-,-,-,-,-
