,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,31,48,5,1823,137,42.39,4584,39.76,5,8,206,11,15,0
ODIs,95,91,11,3274,133*,40.92,3763,87.00,6,22,279,44,50,0
T20Is,35,35,6,1093,119,37.68,824,132.64,1,7,101,32,18,0
First-class,109,175,17,6228,176,39.41,,,13,37,,,90,0
List A,212,197,33,7189,133*,43.83,8073,89.04,15,43,,,113,0
Twenty20,166,152,16,3749,119,27.56,3024,123.97,1,20,328,101,76,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,31,5,78,69,0,-,-,-,5.30,-,0,0,0
ODIs,95,11,192,189,2,1/8,1/8,94.50,5.90,96.0,0,0,0
T20Is,35,2,8,3,0,-,-,-,2.25,-,0,0,0
First-class,109,,2558,1477,41,4/39,,36.02,3.46,62.3,3,0,0
List A,212,,2238,2030,54,4/47,4/47,37.59,5.44,41.4,1,0,0
Twenty20,166,52,790,917,50,5/19,5/19,18.34,6.96,15.8,1,2,0
